PlayerID,FirstName,LastName,DateofBirth,Nationality,Height,Weight,TeamID,PositionID
674,Cathy,Thomas,5/30/1990,Germany,204,102,28,2
484,Tony,Mcneil,4/25/1990,Germany,196,78,28,3
394,John,Martin,8/1/1994,Australia,208,110,28,3
223,Bonnie,Gardner,2/23/1983,Germany,196,93,28,3
180,Andrew,Fitzgerald,5/11/1993,Germany,183,84,28,4
290,Angela,Wilson,10/19/1983,Germany,192,90,28,4
480,Emily,Holland,5/20/1996,Italy,180,95,28,4
325,Jared,Shepherd,1/4/1989,Brazil,196,108,28,5
871,Matthew,Morris,6/26/1986,Italy,173,77,28,5
10,Michael,Davis,3/21/1988,Germany,187,98,28,5
250,Colleen,Bartlett,1/21/1995,Spain,174,93,28,6
23,Priscilla,Osborn,4/29/1986,Germany,182,97,28,6
357,Sheila,Randolph,11/1/1989,Spain,188,75,28,6
222,Jennifer,Brown,6/16/1982,USA,172,83,29,1
635,Laura,Cummings,10/8/1983,Italy,192,78,29,1
895,Brittany,Rowland,8/8/1981,USA,194,80,29,2
934,Brian,Singh,1/5/1984,USA,177,90,29,2
560,Christopher,Garcia,12/14/1990,Canada,178,87,29,2
341,Kristin,Wright,1/18/1988,Argentina,173,78,29,3
432,Michael,Watkins,7/21/1982,England,175,104,29,3
523,Bernard,Clark,8/12/1985,Canada,175,98,29,3
793,Bianca,Campbell,9/28/1979,France,203,101,29,4
550,Justin,Walters,6/12/1979,Argentina,204,78,29,4
204,Erica,Shepherd,10/19/1981,Australia,206,93,29,4
888,Stephanie,Moore,1/12/1981,Australia,185,97,29,5
446,Laurie,Davis,8/13/1992,Canada,182,104,29,5
238,Craig,Potts,10/12/1996,Australia,178,103,29,5
94,Emily,Brown,7/14/1990,France,188,103,29,6
530,Daniel,Olson,11/18/1994,England,174,93,29,6
508,Michael,Carter,7/9/1990,Spain,190,89,29,6
823,Amanda,Brown,4/15/1988,Argentina,199,95,30,1
797,Scott,Rodriguez,6/14/1994,Australia,185,92,30,1
285,Cynthia,Fowler,7/6/1990,Germany,204,84,30,2
185,Caitlin,Cain,8/2/1991,Australia,209,86,30,2
765,Tiffany,Stokes,1/10/1983,Canada,182,103,30,2
884,Aaron,Rodriguez,8/23/1994,Germany,193,91,30,3
435,Gregory,Williams,6/30/1982,England,196,110,30,3
661,Julie,Martinez,7/25/1987,England,203,77,30,3
154,Austin,Rich,5/21/1990,USA,200,98,30,4
76,Arthur,Villegas,4/14/1980,Argentina,194,85,30,4
451,Andrew,Medina,9/18/1985,Germany,210,86,30,4
697,Joseph,Torres,7/3/1994,Spain,195,80,30,5
584,Richard,Manning,4/29/1994,Italy,186,94,30,5
278,Denise,Baker,11/16/1981,France,176,101,30,5
69,Michael,Brooks,6/18/1979,Australia,204,85,30,6
447,Brett,Perkins,1/2/1992,Germany,186,84,30,6
598,Matthew,Lewis,4/30/1980,England,175,92,30,6
487,Danielle,Wilson,10/27/1980,Italy,191,89,31,1
189,Hannah,Bryant,2/26/1979,Spain,177,85,31,1
272,Henry,Phillips,1/29/1981,Germany,204,92,31,2
237,Charles,Collins,2/9/1983,France,210,101,31,2
488,Zachary,Perez,2/14/1980,France,177,87,31,2
118,Heather,Davis,7/1/1996,England,181,106,31,3
779,Leslie,Mcconnell,3/9/1990,France,197,84,31,3
513,Cheryl,Mendoza,5/9/1988,Italy,175,110,31,3
757,Dawn,Terrell,1/22/1979,Spain,208,101,31,4
685,Maria,Jackson,10/21/1984,USA,173,106,31,4
127,Chelsea,Carroll,11/4/1990,Italy,174,78,31,4
117,Christian,Reyes,4/22/1988,USA,205,91,31,5
474,Grant,Bush,4/1/1995,Spain,189,81,31,5
678,Robert,Jones,6/29/1979,France,172,88,31,5
58,Tiffany,Klein,6/19/1979,Italy,183,91,31,6
709,Daniel,Roberts,10/6/1988,Italy,198,101,31,6
866,Cheryl,Bell,1/22/1991,Argentina,205,75,31,6
370,Samantha,Winters,3/29/1990,Italy,194,81,32,1
269,Amy,Obrien,10/6/1996,England,185,102,32,1
47,Jonathan,Hall,5/15/1982,Brazil,209,107,32,2
350,James,Leon,4/12/1985,Argentina,207,107,32,2
196,Sarah,Porter,12/11/1979,Canada,174,107,32,2
950,Dennis,Hoffman,1/8/1992,Canada,209,98,32,3
794,Ronnie,Hughes,3/12/1991,England,181,101,32,3
944,Alex,Ward,3/29/1994,Australia,187,98,32,3
264,Sandra,Ware,10/10/1980,Spain,183,92,32,4
444,David,Carrillo,11/27/1996,France,194,84,32,4
796,Kristen,Gutierrez,12/8/1987,Italy,175,109,32,4
305,Cathy,Scott,3/25/1981,England,197,81,32,5
342,Cynthia,Turner,4/16/1982,Argentina,197,84,32,5
918,Amber,Hall,7/16/1992,Canada,192,77,32,5
150,Jason,Hill,5/1/1995,Germany,200,82,32,6
125,Richard,Hayes,8/2/1986,England,202,103,32,6
774,Lynn,Rich,11/22/1993,Germany,174,95,32,6
51,Joshua,Griffin,7/30/1986,USA,179,78,1,6
354,Joseph,Hull,4/23/1988,Brazil,208,96,1,2
880,Steven,Jones,2/25/1996,Germany,191,106,1,3
143,Vincent,Christensen,9/28/1981,Argentina,174,81,1,4
471,Lisa,Burton,3/6/1994,Spain,188,109,1,5
400,John,Stevens,4/11/1991,Argentina,182,103,1,6
596,Lisa,Andrade,6/16/1989,Italy,184,103,1,2
321,Jennifer,Banks,12/5/1996,Brazil,193,89,1,3
20,Bailey,Elliott,1/28/1993,Italy,183,81,1,4
928,Ronald,Obrien,5/5/1980,Italy,185,94,1,5
753,Shirley,Gutierrez,10/11/1983,USA,191,103,1,6
795,Melinda,Chavez,6/22/1979,Brazil,182,80,1,2
408,Gina,Diaz,12/2/1995,England,196,95,1,3
538,James,Hernandez,7/13/1995,Italy,175,78,2,4
591,Michelle,Wagner,11/24/1979,France,203,85,2,5
39,Jose,Zhang,2/13/1996,England,210,109,2,6
176,Brittney,Berry,3/11/1983,USA,185,101,2,2
246,Amanda,May,7/13/1996,Australia,180,108,2,3
789,Keith,York,3/2/1992,Italy,197,85,2,4
636,Cole,Petersen,5/14/1985,USA,198,82,2,5
718,Patrick,Santos,7/28/1985,Argentina,178,110,2,6
855,Pamela,Ramos,5/20/1992,Australia,206,94,2,2
155,Claudia,Travis,6/16/1981,Italy,207,110,2,3
288,Joel,Hamilton,9/26/1987,England,185,106,2,4
761,April,Hall,12/24/1982,Argentina,192,105,2,5
570,Robert,Fleming,4/11/1980,France,207,109,2,6
707,Nancy,Gonzalez,9/29/1996,France,176,101,3,2
18,Leah,Barker,1/23/1996,Spain,174,108,3,3
128,Kathryn,Hodges,2/10/1988,Canada,180,94,3,4
323,Justin,Williams,5/6/1992,Australia,194,98,3,5
256,Rachel,Humphrey,1/31/1989,Australia,206,108,3,6
626,Annette,Soto,2/24/1993,Canada,192,85,3,2
916,Rachael,Cannon,11/24/1993,Canada,199,110,3,3
191,Jason,Smith,12/21/1983,Germany,209,104,3,4
116,Michelle,Knight,6/7/1986,Australia,198,100,3,5
671,Sarah,House,12/28/1985,Italy,185,106,3,6
181,Jared,Rivera,9/14/1981,Spain,174,88,3,2
302,Amy,Miller,3/1/1994,Germany,200,90,3,3
723,Kayla,Bowers,9/28/1985,Brazil,210,77,3,4
679,Jeffrey,Gibbs,6/19/1984,Australia,191,77,4,5
690,Mark,Peterson,11/12/1979,Argentina,182,91,4,6
654,Dennis,Johnson,1/3/1996,England,210,84,4,2
630,Tyler,Carter,4/16/1982,Argentina,201,101,4,3
518,Emily,Gray,6/16/1994,Australia,207,98,4,4
935,Joshua,Horn,5/13/1985,Spain,202,106,4,5
46,Mariah,Thomas,11/10/1994,Italy,172,75,4,6
863,Rebekah,Meyers,9/4/1994,USA,201,105,4,2
158,Stacey,Erickson,4/8/1995,Brazil,174,107,4,3
708,Julia,Roman,9/8/1986,Canada,188,101,4,4
172,Courtney,Collier,8/17/1992,Brazil,208,80,4,5
17,Aaron,Moreno,9/1/1983,Argentina,183,97,4,6
512,Alexander,Johnson,8/31/1987,France,173,90,4,2
49,Janice,Andrews,10/27/1980,USA,181,101,5,3
922,Teresa,James,5/13/1979,USA,177,107,5,4
800,Phillip,Parrish,2/4/1995,Italy,192,105,5,5
516,Arthur,Craig,5/27/1992,Germany,206,99,5,6
653,Allison,Barr,6/5/1993,Canada,184,83,5,2
481,Brian,Mitchell,12/14/1982,France,203,99,5,3
284,Lisa,Richardson,9/21/1992,Argentina,180,110,5,4
623,Justin,Sutton,7/6/1984,England,196,101,5,5
226,Christopher,Gibson,4/16/1985,Germany,204,84,5,6
27,Amanda,Schultz,2/24/1986,Spain,198,106,5,2
745,Frank,Crawford,5/6/1985,Spain,208,93,5,3
438,Sandra,Perry,5/22/1990,France,198,94,5,4
903,Kenneth,Carr,5/7/1987,Italy,191,86,5,5
365,Kimberly,Wright,1/10/1981,Canada,172,88,6,6
230,Wesley,Jennings,8/10/1987,Germany,201,81,6,2
38,Andrew,Thompson,12/14/1993,Argentina,202,83,6,3
917,Philip,Torres,7/9/1987,France,203,101,6,4
375,Nicole,Kirk,10/29/1996,Canada,188,95,6,5
470,Craig,Sanchez,11/27/1993,Australia,190,84,6,6
919,Michael,Phillips,3/13/1989,Argentina,191,102,6,2
809,Kimberly,Phelps,11/18/1991,Argentina,173,108,6,3
847,Vanessa,Davis,1/25/1996,Germany,181,102,6,4
195,Paul,Rodriguez,11/12/1986,Brazil,173,80,6,5
812,Dawn,Nelson,1/17/1987,Argentina,181,97,6,6
864,Samantha,Harmon,2/24/1984,France,174,90,6,2
504,Shannon,Mcfarland,8/21/1989,Argentina,177,102,6,3
921,Tiffany,Harding,1/28/1985,Australia,207,110,7,4
790,Kendra,Ferguson,8/6/1994,USA,185,108,7,5
580,Shelley,Moore,6/11/1992,Australia,178,90,7,6
920,John,Munoz,1/28/1996,Germany,186,88,7,2
163,Tony,Marquez,5/24/1980,Brazil,185,90,7,3
669,Rodney,Hayes,1/8/1993,Germany,190,75,7,4
153,Taylor,Simpson,7/29/1981,England,191,95,7,5
828,Brittney,Rodriguez,12/20/1980,Italy,192,100,7,6
667,Louis,Webb,6/12/1984,Argentina,201,88,7,2
719,Julie,Avery,10/2/1986,France,178,85,7,3
112,Nicholas,Williams,1/5/1995,USA,189,106,7,4
227,Amy,Bailey,11/30/1985,Australia,194,93,7,5
817,Bruce,Miller,10/7/1993,Spain,172,87,7,6
104,Ricardo,Pena,7/3/1993,England,180,80,8,2
422,Andrew,Gardner,2/18/1996,England,201,106,8,3
420,Eric,Harrison,11/25/1985,Germany,199,84,8,4
714,Jack,Bell,7/28/1981,Australia,204,86,8,5
587,Kyle,Anderson,11/17/1983,Canada,190,110,8,6
782,Tammy,Frank,1/21/1993,Argentina,208,97,8,2
120,Johnathan,Davis,9/1/1979,Canada,205,79,8,3
54,Jennifer,Fisher,8/11/1996,Argentina,177,110,8,4
152,Ernest,Brown,12/30/1988,England,189,87,8,5
404,Monica,David,9/16/1979,Australia,206,109,8,6
897,David,Cantu,6/13/1996,Canada,203,78,8,2
208,Lauren,Brown,8/17/1993,USA,191,108,8,3
803,Mary,Smith,3/6/1987,Australia,201,95,8,4
801,Jason,Rangel,10/16/1981,Canada,185,95,9,5
9,Kenneth,Moore,5/10/1983,Canada,192,76,9,6
768,Marcia,Wright,9/23/1985,France,205,78,9,2
37,Michelle,Ruiz,2/18/1995,Germany,179,76,9,3
453,Kristopher,Scott,10/9/1987,Italy,175,91,9,4
652,Adrian,Black,8/8/1989,Australia,191,110,9,5
254,David,Best,12/6/1981,Argentina,185,82,9,6
304,Savannah,Reilly,12/31/1990,Spain,206,89,9,2
740,Robert,Browning,8/17/1981,Germany,172,86,9,3
572,Sheila,Clark,1/24/1984,Italy,199,84,9,4
624,Vincent,Thomas,2/8/1995,France,189,103,9,5
676,Bryan,Morrison,9/15/1988,Australia,185,81,9,6
686,John,Mills,9/16/1996,Canada,206,98,9,2
263,Mark,Gonzales,10/3/1996,France,194,94,10,3
611,Scott,Elliott,2/17/1995,France,174,107,10,4
298,Autumn,Arnold,5/21/1989,Italy,210,86,10,5
415,Alejandro,Norris,3/8/1996,Argentina,206,98,10,6
151,Taylor,Fischer,11/25/1981,Argentina,205,78,10,2
751,Tony,Shepard,5/12/1994,Argentina,187,107,10,3
641,Jeremy,Lopez,11/27/1989,Canada,193,78,10,4
844,Ronald,Rodriguez,9/26/1993,England,181,106,10,5
551,Amanda,Fox,8/30/1987,Canada,203,82,10,6
754,Janet,Hart,7/18/1993,Spain,180,83,10,2
489,William,Le,9/4/1980,Italy,187,90,10,3
148,Pamela,Ford,6/2/1986,Brazil,206,80,10,4
147,Denise,Vazquez,2/11/1984,Argentina,204,108,10,5
904,Susan,Barton,2/25/1996,Canada,189,83,11,6
883,Tina,Carpenter,7/2/1984,Canada,194,109,11,2
704,Mary,Smith,8/31/1988,Canada,207,81,11,3
660,William,Rodriguez,6/27/1993,Italy,195,85,11,4
349,Kelly,Santos,10/24/1987,Australia,196,87,11,5
464,Amanda,Moran,11/19/1987,France,198,76,11,6
326,Zachary,Miller,3/18/1979,Italy,178,101,11,2
187,Christopher,Williams,7/23/1991,Argentina,210,84,11,3
124,Crystal,Hart,10/29/1980,Brazil,176,86,11,4
811,Gregory,Ryan,7/14/1981,Italy,180,77,11,5
609,Jennifer,Henderson,7/25/1995,Germany,179,94,11,6
144,Rhonda,Robinson,7/12/1985,Spain,181,104,11,2
910,Melanie,Mason,10/23/1990,France,196,76,11,3
198,Jesse,Ramsey,1/14/1987,Spain,202,80,12,4
610,Bryan,Guzman,9/7/1983,USA,184,88,12,5
280,Gregory,Carter,9/5/1981,USA,179,107,12,6
294,Lauren,Hoover,4/17/1994,Spain,188,92,12,2
401,Anna,Cooley,6/23/1992,Italy,205,90,12,3
123,Paul,Jimenez,10/20/1983,Argentina,172,96,12,4
184,Bradley,Mccarthy,10/12/1995,USA,204,93,12,5
203,Hannah,Ferguson,5/20/1986,Australia,177,90,12,6
439,Russell,Roberson,2/7/1995,Italy,201,103,12,2
247,Benjamin,Hart,5/13/1986,Argentina,177,76,12,3
416,Samantha,Barton,11/19/1996,England,205,76,12,4
729,Cindy,Owen,9/5/1986,Australia,187,107,12,5
732,Kerry,Levine,8/31/1979,France,175,90,12,6
843,Craig,Carpenter,10/24/1983,Germany,196,79,13,2
130,James,Frye,3/5/1983,France,182,109,13,3
638,Ryan,Jones,10/22/1987,Canada,210,97,13,4
403,Robin,Ramirez,6/30/1979,Germany,196,77,13,5
747,Christina,Strickland,9/20/1985,Germany,185,102,13,6
778,Matthew,Moreno,5/16/1986,Canada,188,109,13,2
867,Tina,Mays,10/9/1995,Spain,193,101,13,3
220,David,Burns,11/15/1986,England,188,108,13,4
642,Albert,Williams,11/7/1988,Brazil,188,84,13,5
869,Stephen,West,8/23/1983,Italy,207,85,13,6
716,Diana,Rojas,5/24/1989,Germany,191,104,13,2
791,Michael,Hernandez,1/22/1982,USA,174,75,13,3
933,Anne,Williams,7/4/1994,Germany,181,96,13,4
625,Alexis,Christensen,2/14/1986,Argentina,205,103,14,5
798,Jared,Galloway,7/1/1994,Argentina,190,101,14,6
724,James,Stevens,9/7/1991,England,206,81,14,2
387,Curtis,Malone,3/13/1992,Brazil,192,76,14,3
923,Christopher,Gillespie,9/21/1979,Spain,202,101,14,4
510,Brittney,Allen,5/21/1996,Australia,198,97,14,5
268,Angelica,Brooks,8/22/1991,France,204,90,14,6
810,Philip,Castro,1/21/1983,Brazil,193,106,14,2
442,Megan,Simmons,9/15/1990,Spain,193,104,14,3
497,Krista,Henry,8/21/1989,Spain,200,77,14,4
113,Jessica,Lee,4/6/1985,Spain,179,85,14,5
692,Deanna,Johnson,6/15/1992,Canada,177,101,14,6
233,Brandon,Davis,10/31/1995,Italy,190,95,14,2
827,Jerry,Eaton,12/4/1990,USA,210,102,15,3
608,Donna,May,4/4/1988,France,207,87,15,4
672,Richard,Jordan,10/21/1992,France,177,104,15,5
374,Matthew,Thompson,5/11/1980,USA,182,105,15,6
932,Laura,Turner,10/9/1984,Argentina,193,105,15,2
802,David,Ortiz,1/9/1985,Argentina,205,96,15,3
234,Jake,Moore,10/4/1996,England,199,110,15,4
915,Leah,Oliver,5/7/1988,France,204,79,15,5
677,Jason,Solis,10/19/1979,Australia,198,76,15,6
318,Lindsey,Lee,6/21/1987,Spain,173,97,15,2
649,Cynthia,Jones,10/24/1980,Australia,173,101,15,3
411,Patricia,Stewart,2/15/1996,Spain,197,80,15,4
853,Christine,Keller,6/17/1982,Spain,191,89,15,5
710,Patricia,Owens,6/20/1996,England,185,103,16,6
359,Christopher,West,6/7/1995,Argentina,176,83,16,2
259,Rachael,Hamilton,3/12/1994,USA,205,76,16,3
628,Alexa,Davis,6/19/1995,Germany,179,107,16,4
633,Angelica,Boone,9/20/1987,Italy,200,109,16,5
283,Jonathan,Bowen,7/22/1991,Brazil,207,87,16,6
377,Jacqueline,Hall,7/27/1991,Brazil,182,101,16,2
385,Kayla,Martin,5/24/1983,Australia,197,94,16,3
225,Tammy,Johnson,5/12/1983,Argentina,203,110,16,4
905,Samuel,Velez,9/30/1995,Brazil,182,102,16,5
775,Jessica,Zimmerman,10/30/1994,Italy,209,109,16,6
473,Raymond,Woodard,8/26/1993,Italy,197,94,16,2
348,Christopher,Owen,8/14/1983,Argentina,194,75,16,3
506,Derrick,Finley,10/1/1985,Argentina,172,94,17,4
640,John,Allen,12/17/1982,USA,194,102,17,5
938,Tracy,Tate,2/19/1994,USA,183,76,17,6
881,Martin,Stafford,5/28/1996,France,196,99,17,2
859,Rachel,Hamilton,7/22/1992,USA,210,97,17,3
620,Rachel,Gross,5/31/1992,Spain,181,96,17,4
833,Michele,Walsh,6/26/1994,Spain,185,96,17,5
646,Sherry,Howard,8/10/1983,France,184,107,17,6
805,Sandra,Hill,2/24/1981,Brazil,172,90,17,2
557,Jonathan,Carter,4/30/1984,France,183,98,17,3
909,Chad,Perkins,9/8/1990,USA,172,85,17,4
578,David,Mann,11/2/1982,Germany,193,78,17,5
86,Jessica,Edwards,7/28/1985,Argentina,189,92,17,6
243,Angela,Ortega,7/5/1981,Australia,192,87,18,2
699,Jonathan,Lyons,3/11/1987,Australia,200,84,18,3
160,Jesse,Murphy,5/7/1980,Germany,172,98,18,4
525,Pamela,Wright,11/25/1983,France,175,93,18,5
36,Jessica,Jenkins,8/26/1979,Germany,185,94,18,6
541,Caitlin,Norton,4/8/1986,Italy,201,85,18,2
171,Jonathan,Donaldson,2/23/1981,Brazil,210,106,18,3
655,Nicole,Ferrell,12/29/1992,Canada,210,102,18,4
845,Edward,White,5/6/1988,France,195,90,18,5
815,Lonnie,Spence,3/14/1981,USA,183,77,18,6
924,Laura,Wilkins,3/8/1983,USA,190,109,18,2
896,Franklin,Austin,6/12/1981,Argentina,188,82,18,3
734,Gary,Lyons,10/4/1994,Argentina,190,85,18,4
96,Stacey,Chavez,11/3/1980,Brazil,177,101,19,5
564,Alexander,Dunn,4/19/1994,Argentina,184,86,19,6
241,Paige,Smith,3/21/1988,Canada,174,89,19,2
743,Catherine,Rose,5/4/1986,USA,182,77,19,3
575,Crystal,Hernandez,5/25/1993,USA,188,82,19,4
691,Amanda,Fitzgerald,5/18/1989,Spain,175,110,19,5
461,James,Payne,3/15/1990,USA,194,93,19,6
554,Craig,Velasquez,10/28/1995,Australia,177,110,19,2
834,Jonathan,Pham,11/3/1989,Germany,205,105,19,3
207,Sarah,Harris,2/5/1986,Brazil,205,80,19,4
393,Austin,Carter,11/8/1984,Spain,172,92,19,5
398,Daniel,Franklin,7/31/1980,USA,177,90,19,6
767,Tyler,Howell,12/20/1985,Brazil,196,97,19,2
807,Emily,Armstrong,7/20/1985,Australia,208,77,20,3
218,Rebecca,Bailey,11/20/1989,USA,205,106,20,4
5,Craig,Randall,6/29/1986,Argentina,178,98,20,5
769,Taylor,Leon,10/10/1987,England,188,86,20,6
643,Ryan,Lopez,5/22/1982,England,201,82,20,2
852,Angelica,Cox,10/16/1979,England,200,86,20,3
613,Michael,Morgan,1/8/1985,Canada,185,101,20,4
739,Kevin,Hill,10/30/1981,Spain,198,87,20,5
547,Michael,Evans,11/21/1996,England,194,107,20,6
726,Thomas,Perez,8/10/1995,Canada,203,99,20,2
684,Rodney,Whitehead,12/12/1984,France,187,91,20,3
99,Brandi,King,6/18/1979,Canada,183,89,20,4
728,Sarah,Bryant,8/11/1988,USA,208,97,20,5
574,Amy,Flowers,12/2/1996,Brazil,175,89,21,6
407,Jeremy,Taylor,6/26/1980,Canada,173,89,21,2
503,Michael,Howard,6/27/1993,Australia,173,89,21,3
48,Hannah,Baker,2/19/1980,Australia,181,87,21,4
33,Michelle,Newman,12/31/1982,Canada,197,95,21,5
780,Anthony,Gray,8/21/1996,Brazil,196,107,21,6
201,Melissa,Wood,12/9/1981,England,173,102,21,2
135,William,Mccoy,5/22/1993,England,188,90,21,3
28,Sandra,Davis,10/6/1979,Italy,209,105,21,4
836,Tracy,Ellis,8/23/1991,France,175,87,21,5
231,Carol,Smith,8/30/1986,Australia,179,88,21,6
490,Tami,Reid,9/12/1979,Argentina,180,87,21,2
773,Jesse,Torres,4/27/1990,Argentina,208,93,21,3
379,Paula,Hickman,12/12/1995,Spain,204,100,22,4
289,Kathy,Rasmussen,7/1/1985,France,207,76,22,5
419,Michele,Holder,6/28/1990,Australia,204,97,22,6
675,Erica,Munoz,6/2/1992,Germany,206,81,22,2
392,Laura,Coleman,4/25/1990,Argentina,203,85,22,3
593,Kelly,Thomas,5/3/1995,France,188,84,22,4
499,Michele,Ryan,12/29/1995,England,183,110,22,5
139,John,Thompson,12/25/1988,USA,207,85,22,6
63,Jamie,Humphrey,11/21/1993,USA,208,80,22,2
472,Katherine,Meyers,4/18/1986,England,173,91,22,3
648,Kristina,Simpson,9/10/1980,Spain,189,104,22,4
129,Nicole,Hill,6/30/1979,Australia,202,103,22,5
927,Bryan,Lawrence,4/11/1987,Brazil,190,109,22,6
521,Lauren,Acosta,7/24/1982,USA,190,103,23,2
65,Lance,Butler,8/14/1994,Argentina,189,75,23,3
813,Carrie,Lee,1/4/1984,England,202,97,23,4
15,Traci,Schwartz,1/6/1991,Canada,201,108,23,5
157,Michael,Palmer,5/17/1988,England,181,98,23,6
41,Shawn,Guzman,11/15/1995,Italy,201,93,23,2
493,Kristine,Jennings,8/29/1985,Argentina,199,105,23,3
380,Melissa,Hernandez,9/6/1979,Brazil,180,107,23,4
188,Lauren,Davidson,8/21/1984,Canada,176,75,23,5
764,Benjamin,Logan,1/12/1989,Spain,209,95,23,6
217,Ronnie,Bird,12/21/1989,France,181,75,23,2
792,Melissa,Ramirez,1/18/1987,Canada,178,85,23,3
53,Daniel,Marshall,9/26/1983,Canada,188,86,24,4
338,David,Blake,12/2/1981,Australia,208,81,24,5
749,Michael,Ramirez,4/26/1987,Germany,174,99,24,6
720,Cathy,Stevens,6/30/1995,Italy,197,90,24,2
725,Heather,Moore,11/30/1980,Spain,188,89,24,3
296,Meredith,Sanders,7/22/1982,England,172,88,24,4
702,Bradley,Guzman,10/13/1988,Spain,173,83,24,5
252,Christopher,Gonzalez,6/7/1994,Australia,201,98,24,6
727,Kyle,Lee,1/15/1985,Australia,205,81,24,2
462,Chelsea,Estrada,3/19/1982,France,190,83,24,3
456,Lisa,Martin,10/5/1987,Australia,203,99,24,4
947,Gregory,Carter,6/28/1992,England,210,81,24,5
816,Aaron,Curtis,6/15/1988,England,205,76,25,6
270,Scott,Schneider,4/16/1982,Australia,209,83,25,2
202,David,Barnett,3/27/1979,Argentina,200,77,25,3
162,Jeffery,Savage,11/17/1993,USA,172,87,25,4
556,Timothy,Williams,5/16/1992,Australia,208,80,25,5
730,Timothy,Henderson,11/4/1995,Germany,192,82,25,6
402,James,Warren,3/8/1996,Spain,185,81,25,2
703,Justin,Delgado,12/26/1989,England,205,85,25,3
477,Michael,Chavez,12/11/1993,Italy,198,101,25,4
822,Jacqueline,Anderson,6/2/1986,Australia,188,76,25,5
772,Lisa,Padilla,12/28/1995,Argentina,188,102,25,6
106,Alan,Dixon,1/14/1989,Spain,195,84,25,2
566,Lori,Arnold,1/27/1983,Germany,208,96,26,3
390,Anne,Gordon,8/5/1988,Argentina,195,76,26,4
2,David,Thomas,12/12/1984,Brazil,181,89,26,5
889,Ronald,Davis,6/12/1983,Brazil,206,76,26,6
562,Jason,Wheeler,6/23/1982,Spain,187,81,26,2
81,Jennifer,Ellis,1/21/1986,France,189,87,26,3
206,Darryl,Watts,8/4/1995,France,200,84,26,4
35,Ronald,Newton,4/11/1994,USA,180,106,26,5
776,Michael,Morgan,12/8/1990,Spain,181,86,26,6
509,Alexander,Sutton,5/10/1986,Argentina,184,107,26,2
428,Catherine,Wheeler,11/6/1982,Italy,184,106,26,3
455,Miranda,Jones,5/18/1990,Argentina,176,77,26,4
367,Victoria,Lee,7/11/1986,France,186,77,27,5
92,Tanner,Bean,12/19/1994,Brazil,194,77,27,6
340,Stephanie,Wang,8/17/1981,Canada,200,109,27,2
565,Wendy,Cross,9/1/1990,Argentina,195,108,27,3
346,Yvonne,Cochran,7/6/1991,France,208,80,27,4
777,Karen,Price,9/25/1993,England,182,76,27,5
242,Brian,King,5/11/1984,Argentina,177,104,27,6
14,Michael,Bruce,4/7/1985,England,205,89,27,2
316,Amanda,Mccoy,9/24/1985,Italy,175,94,27,3
601,Becky,Allen,4/28/1980,USA,194,81,27,4
388,Brittany,Hall,7/6/1992,Spain,186,107,27,5
274,Kelly,Carter,12/29/1988,England,188,102,27,6
167,Sarah,Johnson,3/16/1990,Brazil,192,82,28,2
841,Heather,Patel,7/19/1992,Germany,180,99,28,3
943,Michele,Cox,1/2/1996,Argentina,207,102,28,4
647,Lisa,Brooks,12/2/1989,Brazil,191,108,28,5
819,Melissa,Ryan,2/14/1990,Canada,172,90,28,6
485,Kristopher,Jones,8/7/1992,Argentina,175,80,28,2
931,Jennifer,Smith,9/27/1989,Canada,201,103,28,3
505,Natalie,Hall,3/25/1982,Australia,184,107,28,4
832,Pamela,Castillo,8/2/1986,France,186,105,28,5
244,Steven,Morrison,11/7/1996,Brazil,206,80,28,6
567,Haley,Kelly,8/18/1994,Argentina,198,95,28,2
876,Tiffany,Madden,11/14/1980,Canada,208,99,28,3
563,Michael,Eaton,10/16/1996,Brazil,198,106,29,4
687,Jasmin,Townsend,8/1/1989,Spain,193,91,29,5
190,Katherine,Johnson,9/4/1992,England,186,87,29,6
783,Heidi,Gonzalez,12/9/1986,England,173,86,29,2
700,Andrea,Vincent,4/17/1994,Spain,204,90,29,3
476,Jason,Martinez,12/4/1986,Brazil,174,75,29,4
682,Tamara,Williams,6/22/1990,England,182,78,29,5
511,Julie,Simpson,5/30/1991,France,177,91,29,6
59,Keith,Nelson,3/31/1988,Argentina,207,85,29,2
475,Wesley,Simmons,12/31/1986,Germany,203,104,29,3
561,Ruth,Donaldson,4/14/1987,Canada,196,105,29,4
857,Frank,Diaz,12/19/1984,France,198,106,29,5
748,Tanner,Avila,1/9/1995,France,176,80,30,6
253,Thomas,Jones,5/13/1987,Germany,180,76,30,2
22,Ashley,Ferguson,3/25/1986,Germany,203,106,30,3
314,Terry,Bell,6/17/1983,Italy,207,76,30,4
460,Christopher,Armstrong,10/28/1990,Brazil,177,107,30,5
161,Savannah,Smith,2/18/1992,Spain,188,98,30,6
277,Linda,Holland,12/31/1992,France,172,90,30,2
192,Sheryl,Robinson,11/21/1988,Australia,178,103,30,3
386,Shannon,Jones,6/25/1995,Canada,175,91,30,4
806,Ryan,Burton,3/9/1986,Argentina,187,110,30,5
414,George,Wright,12/31/1984,Germany,180,106,30,6
492,Aaron,Caldwell,9/14/1988,France,179,92,30,2
344,Jessica,Young,11/20/1984,Italy,178,99,31,3
